,Referee,B365H lag 7 matches,B365H lag 6 matches,B365H lag 5 matches,B365H lag 4 matches,B365H lag 3 matches,B365H lag 2 matches,B365H lag 1 match,B365H most recent match,B365D lag 7 matches,B365D lag 6 matches,B365D lag 5 matches,B365D lag 4 matches,B365D lag 3 matches,B365D lag 2 matches,B365D lag 1 match,B365D most recent match,B365A lag 7 matches,B365A lag 6 matches,B365A lag 5 matches,B365A lag 4 matches,B365A lag 3 matches,B365A lag 2 matches,B365A lag 1 match,B365A most recent match,HICT lag 7 matches,HICT lag 6 matches,HICT lag 5 matches,HICT lag 4 matches,HICT lag 3 matches,HICT lag 2 matches,HICT lag 1 match,HICT most recent match,AICT lag 7 matches,AICT lag 6 matches,AICT lag 5 matches,AICT lag 4 matches,AICT lag 3 matches,AICT lag 2 matches,AICT lag 1 match,AICT most recent match,DifICT lag 7 matches,DifICT lag 6 matches,DifICT lag 5 matches,DifICT lag 4 matches,DifICT lag 3 matches,DifICT lag 2 matches,DifICT lag 1 match,DifICT most recent match
0,A Marriner,4.0,1.9,3.1,1.25,3.1,1.53,1.66,9.0,3.4,3.5,3.1,5.75,3.2,4.5,3.8,5.75,1.95,4.0,2.45,13.0,2.37,5.75,5.25,1.3,7300.0,7900.0,7600.0,8300.0,7500.0,8400.0,8000.0,7400.0,7900.0,7600.0,7600.0,7600.0,7800.0,7600.0,7800.0,8400.0,-600.0,300.0,0.0,700.0,-300.0,800.0,200.0,-1000.0
1,M Atkinson,1.9,3.1,1.25,3.1,1.53,1.66,9.0,3.2,3.5,3.1,5.75,3.2,4.5,3.8,5.75,3.5,4.0,2.45,13.0,2.37,5.75,5.25,1.3,2.2,7900.0,7600.0,8300.0,7500.0,8400.0,8000.0,7400.0,7600.0,7600.0,7600.0,7600.0,7800.0,7600.0,7800.0,8400.0,7900.0,300.0,0.0,700.0,-300.0,800.0,200.0,-1000.0,-300.0
2,A Taylor,3.1,1.25,3.1,1.53,1.66,9.0,3.2,5.5,3.1,5.75,3.2,4.5,3.8,5.75,3.5,4.2,2.45,13.0,2.37,5.75,5.25,1.3,2.2,1.6,7600.0,8300.0,7500.0,8400.0,8000.0,7400.0,7600.0,8200.0,7600.0,7600.0,7800.0,7600.0,7800.0,8400.0,7900.0,8500.0,0.0,700.0,-300.0,800.0,200.0,-1000.0,-300.0,-300.0
3,M Atkinson,1.25,3.1,1.53,1.66,9.0,3.2,5.5,2.55,5.75,3.2,4.5,3.8,5.75,3.5,4.2,3.2,13.0,2.37,5.75,5.25,1.3,2.2,1.6,2.87,8300.0,7500.0,8400.0,8000.0,7400.0,7600.0,8200.0,7600.0,7600.0,7800.0,7600.0,7800.0,8400.0,7900.0,8500.0,7300.0,700.0,-300.0,800.0,200.0,-1000.0,-300.0,-300.0,300.0
4,G Scott,3.1,1.53,1.66,9.0,3.2,5.5,2.55,1.08,3.2,4.5,3.8,5.75,3.5,4.2,3.2,11.0,2.37,5.75,5.25,1.3,2.2,1.6,2.87,26.0,7500.0,8400.0,8000.0,7400.0,7600.0,8200.0,7600.0,8500.0,7800.0,7600.0,7800.0,8400.0,7900.0,8500.0,7300.0,7400.0,-300.0,800.0,200.0,-1000.0,-300.0,-300.0,300.0,1100.0
5,M Dean,1.53,1.66,9.0,3.2,5.5,2.55,1.08,1.18,4.5,3.8,5.75,3.5,4.2,3.2,11.0,7.5,5.75,5.25,1.3,2.2,1.6,2.87,26.0,13.0,8400.0,8000.0,7400.0,7600.0,8200.0,7600.0,8500.0,8400.0,7600.0,7800.0,8400.0,7900.0,8500.0,7300.0,7400.0,7600.0,800.0,200.0,-1000.0,-300.0,-300.0,300.0,1100.0,800.0
6,A Taylor,1.66,9.0,3.2,5.5,2.55,1.08,1.18,1.7,3.8,5.75,3.5,4.2,3.2,11.0,7.5,3.5,5.25,1.3,2.2,1.6,2.87,26.0,13.0,5.75,8000.0,7400.0,7600.0,8200.0,7600.0,8500.0,8400.0,7600.0,7800.0,8400.0,7900.0,8500.0,7300.0,7400.0,7600.0,7500.0,200.0,-1000.0,-300.0,-300.0,300.0,1100.0,800.0,100.0
7,D England,9.0,3.2,5.5,2.55,1.08,1.18,1.7,2.37,5.75,3.5,4.2,3.2,11.0,7.5,3.5,3.4,1.3,2.2,1.6,2.87,26.0,13.0,5.75,3.0,7400.0,7600.0,8200.0,7600.0,8500.0,8400.0,7600.0,7600.0,8400.0,7900.0,8500.0,7300.0,7400.0,7600.0,7500.0,7900.0,-1000.0,-300.0,-300.0,300.0,1100.0,800.0,100.0,-300.0
8,D Coote,3.2,5.5,2.55,1.08,1.18,1.7,2.37,1.8,3.5,4.2,3.2,11.0,7.5,3.5,3.4,3.75,2.2,1.6,2.87,26.0,13.0,5.75,3.0,4.33,7600.0,8200.0,7600.0,8500.0,8400.0,7600.0,7600.0,7800.0,7900.0,8500.0,7300.0,7400.0,7600.0,7500.0,7900.0,7600.0,-300.0,-300.0,300.0,1100.0,800.0,100.0,-300.0,200.0
9,C Pawson,5.5,2.55,1.08,1.18,1.7,2.37,1.8,5.5,4.2,3.2,11.0,7.5,3.5,3.4,3.75,4.2,1.6,2.87,26.0,13.0,5.75,3.0,4.33,1.57,8200.0,7600.0,8500.0,8400.0,7600.0,7600.0,7800.0,7600.0,8500.0,7300.0,7400.0,7600.0,7500.0,7900.0,7600.0,8400.0,-300.0,300.0,1100.0,800.0,100.0,-300.0,200.0,-800.0
10,S Attwell,2.55,1.08,1.18,1.7,2.37,1.8,5.5,3.2,3.2,11.0,7.5,3.5,3.4,3.75,4.2,3.2,2.87,26.0,13.0,5.75,3.0,4.33,1.57,2.35,7600.0,8500.0,8400.0,7600.0,7600.0,7800.0,7600.0,7800.0,7300.0,7400.0,7600.0,7500.0,7900.0,7600.0,8400.0,8200.0,300.0,1100.0,800.0,100.0,-300.0,200.0,-800.0,-400.0
11,P Tierney,1.08,1.18,1.7,2.37,1.8,5.5,3.2,4.75,11.0,7.5,3.5,3.4,3.75,4.2,3.2,3.75,26.0,13.0,5.75,3.0,4.33,1.57,2.35,1.72,8500.0,8400.0,7600.0,7600.0,7800.0,7600.0,7800.0,7900.0,7400.0,7600.0,7500.0,7900.0,7600.0,8400.0,8200.0,8300.0,1100.0,800.0,100.0,-300.0,200.0,-800.0,-400.0,-400.0
12,M Oliver,1.18,1.7,2.37,1.8,5.5,3.2,4.75,2.5,7.5,3.5,3.4,3.75,4.2,3.2,3.75,3.5,13.0,5.75,3.0,4.33,1.57,2.35,1.72,2.75,8400.0,7600.0,7600.0,7800.0,7600.0,7800.0,7900.0,7900.0,7600.0,7500.0,7900.0,7600.0,8400.0,8200.0,8300.0,8000.0,800.0,100.0,-300.0,200.0,-800.0,-400.0,-400.0,-100.0
13,P Bankes,1.7,2.37,1.8,5.5,3.2,4.75,2.5,1.95,3.5,3.4,3.75,4.2,3.2,3.75,3.5,3.6,5.75,3.0,4.33,1.57,2.35,1.72,2.75,3.8,7600.0,7600.0,7800.0,7600.0,7800.0,7900.0,7900.0,7841.5,7500.0,7900.0,7600.0,8400.0,8200.0,8300.0,8000.0,7341.5,100.0,-300.0,200.0,-800.0,-400.0,-400.0,-100.0,500.0
14,J Moss,2.37,1.8,5.5,3.2,4.75,2.5,1.95,2.3,3.4,3.75,4.2,3.2,3.75,3.5,3.6,3.2,3.0,4.33,1.57,2.35,1.72,2.75,3.8,3.3,7600.0,7800.0,7600.0,7800.0,7900.0,7900.0,7841.5,7657.5,7900.0,7600.0,8400.0,8200.0,8300.0,8000.0,7341.5,7964.6,-300.0,200.0,-800.0,-400.0,-400.0,-100.0,500.0,-307.10000000000036
15,A Taylor,1.8,5.5,3.2,4.75,2.5,1.95,2.3,2.45,3.75,4.2,3.2,3.75,3.5,3.6,3.2,3.3,4.33,1.57,2.35,1.72,2.75,3.8,3.3,2.9,7800.0,7600.0,7800.0,7900.0,7900.0,7841.5,7657.5,8498.8,7600.0,8400.0,8200.0,8300.0,8000.0,7341.5,7964.6,8385.9,200.0,-800.0,-400.0,-400.0,-100.0,500.0,-307.10000000000036,112.89999999999964
16,P Tierney,5.5,3.2,4.75,2.5,1.95,2.3,2.45,2.5,4.2,3.2,3.75,3.5,3.6,3.2,3.3,3.4,1.57,2.35,1.72,2.75,3.8,3.3,2.9,2.8,7600.0,7800.0,7900.0,7900.0,7841.5,7657.5,8498.8,7665.7,8400.0,8200.0,8300.0,8000.0,7341.5,7964.6,8385.9,7641.2,-800.0,-400.0,-400.0,-100.0,500.0,-307.10000000000036,112.89999999999964,24.5
17,M Atkinson,3.2,4.75,2.5,1.95,2.3,2.45,2.5,1.25,3.2,3.75,3.5,3.6,3.2,3.3,3.4,6.0,2.35,1.72,2.75,3.8,3.3,2.9,2.8,12.0,7800.0,7900.0,7900.0,7841.5,7657.5,8498.8,7665.7,8574.2,8200.0,8300.0,8000.0,7341.5,7964.6,8385.9,7641.2,7964.1,-400.0,-400.0,-100.0,500.0,-307.10000000000036,112.89999999999964,24.5,610.1000000000004
18,R Jones,4.75,2.5,1.95,2.3,2.45,2.5,1.25,4.5,3.75,3.5,3.6,3.2,3.3,3.4,6.0,3.5,1.72,2.75,3.8,3.3,2.9,2.8,12.0,1.85,7900.0,7900.0,7841.5,7657.5,8498.8,7665.7,8574.2,7454.9,8300.0,8000.0,7341.5,7964.6,8385.9,7641.2,7964.1,8027.3,-400.0,-100.0,500.0,-307.10000000000036,112.89999999999964,24.5,610.1000000000004,-572.4000000000005
19,S Attwell,2.5,1.95,2.3,2.45,2.5,1.25,4.5,1.55,3.5,3.6,3.2,3.3,3.4,6.0,3.5,4.0,2.75,3.8,3.3,2.9,2.8,12.0,1.85,6.5,7900.0,7841.5,7657.5,8498.8,7665.7,8574.2,7454.9,7978.6,8000.0,7341.5,7964.6,8385.9,7641.2,7964.1,8027.3,7626.6,-100.0,500.0,-307.10000000000036,112.89999999999964,24.5,610.1000000000004,-572.4000000000005,352.0
20,M Oliver,1.95,2.3,2.45,2.5,1.25,4.5,1.55,3.1,3.6,3.2,3.3,3.4,6.0,3.5,4.0,3.5,3.8,3.3,2.9,2.8,12.0,1.85,6.5,2.25,7841.5,7657.5,8498.8,7665.7,8574.2,7454.9,7978.6,7644.7,7341.5,7964.6,8385.9,7641.2,7964.1,8027.3,7626.6,7636.0,500.0,-307.10000000000036,112.89999999999964,24.5,610.1000000000004,-572.4000000000005,352.0,8.699999999999818
21,A Marriner,2.3,2.45,2.5,1.25,4.5,1.55,3.1,1.36,3.2,3.3,3.4,6.0,3.5,4.0,3.5,4.75,3.3,2.9,2.8,12.0,1.85,6.5,2.25,9.0,7657.5,8498.8,7665.7,8574.2,7454.9,7978.6,7644.7,8248.0,7964.6,8385.9,7641.2,7964.1,8027.3,7626.6,7636.0,7541.9,-307.10000000000036,112.89999999999964,24.5,610.1000000000004,-572.4000000000005,352.0,8.699999999999818,706.1000000000004
22,M Dean,2.45,2.5,1.25,4.5,1.55,3.1,1.36,5.0,3.3,3.4,6.0,3.5,4.0,3.5,4.75,3.5,2.9,2.8,12.0,1.85,6.5,2.25,9.0,1.75,8498.8,7665.7,8574.2,7454.9,7978.6,7644.7,8248.0,7884.2,8385.9,7641.2,7964.1,8027.3,7626.6,7636.0,7541.9,8456.7,112.89999999999964,24.5,610.1000000000004,-572.4000000000005,352.0,8.699999999999818,706.1000000000004,-572.5000000000009
23,M Oliver,2.5,1.25,4.5,1.55,3.1,1.36,5.0,1.5,3.4,6.0,3.5,4.0,3.5,4.75,3.5,4.6,2.8,12.0,1.85,6.5,2.25,9.0,1.75,6.0,7665.7,8574.2,7454.9,7978.6,7644.7,8248.0,7884.2,7938.0,7641.2,7964.1,8027.3,7626.6,7636.0,7541.9,8456.7,7415.6,24.5,610.1000000000004,-572.4000000000005,352.0,8.699999999999818,706.1000000000004,-572.5000000000009,522.3999999999996
24,D Coote,1.25,4.5,1.55,3.1,1.36,5.0,1.5,2.9,6.0,3.5,4.0,3.5,4.75,3.5,4.6,3.5,12.0,1.85,6.5,2.25,9.0,1.75,6.0,2.4,8574.2,7454.9,7978.6,7644.7,8248.0,7884.2,7938.0,7631.8,7964.1,8027.3,7626.6,7636.0,7541.9,8456.7,7415.6,7986.2,610.1000000000004,-572.4000000000005,352.0,8.699999999999818,706.1000000000004,-572.5000000000009,522.3999999999996,-354.39999999999964
25,S Attwell,4.5,1.55,3.1,1.36,5.0,1.5,2.9,1.28,3.5,4.0,3.5,4.75,3.5,4.6,3.5,5.5,1.85,6.5,2.25,9.0,1.75,6.0,2.4,11.0,7454.9,7978.6,7644.7,8248.0,7884.2,7938.0,7631.8,8355.2,8027.3,7626.6,7636.0,7541.9,8456.7,7415.6,7986.2,7841.6,-572.4000000000005,352.0,8.699999999999818,706.1000000000004,-572.5000000000009,522.3999999999996,-354.39999999999964,513.6000000000004
26,J Moss,1.55,3.1,1.36,5.0,1.5,2.9,1.28,4.2,4.0,3.5,4.75,3.5,4.6,3.5,5.5,3.5,6.5,2.25,9.0,1.75,6.0,2.4,11.0,1.9,7978.6,7644.7,8248.0,7884.2,7938.0,7631.8,8355.2,7628.9,7626.6,7636.0,7541.9,8456.7,7415.6,7986.2,7841.6,8250.4,352.0,8.699999999999818,706.1000000000004,-572.5000000000009,522.3999999999996,-354.39999999999964,513.6000000000004,-621.5
27,G Scott,3.1,1.36,5.0,1.5,2.9,1.28,4.2,2.8,3.5,4.75,3.5,4.6,3.5,5.5,3.5,3.2,2.25,9.0,1.75,6.0,2.4,11.0,1.9,2.62,7644.7,8248.0,7884.2,7938.0,7631.8,8355.2,7628.9,7342.2,7636.0,7541.9,8456.7,7415.6,7986.2,7841.6,8250.4,7662.8,8.699999999999818,706.1000000000004,-572.5000000000009,522.3999999999996,-354.39999999999964,513.6000000000004,-621.5,-320.60000000000036
28,P Bankes,1.36,5.0,1.5,2.9,1.28,4.2,2.8,3.4,4.75,3.5,4.6,3.5,5.5,3.5,3.2,3.2,9.0,1.75,6.0,2.4,11.0,1.9,2.62,2.25,8248.0,7884.2,7938.0,7631.8,8355.2,7628.9,7342.2,7556.1,7541.9,8456.7,7415.6,7986.2,7841.6,8250.4,7662.8,7856.9,706.1000000000004,-572.5000000000009,522.3999999999996,-354.39999999999964,513.6000000000004,-621.5,-320.60000000000036,-300.7999999999993
29,P Tierney,5.0,1.5,2.9,1.28,4.2,2.8,3.4,6.0,3.5,4.6,3.5,5.5,3.5,3.2,3.2,4.0,1.75,6.0,2.4,11.0,1.9,2.62,2.25,1.57,7884.2,7938.0,7631.8,8355.2,7628.9,7342.2,7556.1,8046.0,8456.7,7415.6,7986.2,7841.6,8250.4,7662.8,7856.9,8555.9,-572.5000000000009,522.3999999999996,-354.39999999999964,513.6000000000004,-621.5,-320.60000000000036,-300.7999999999993,-509.89999999999964
30,A Taylor,1.5,2.9,1.28,4.2,2.8,3.4,6.0,1.18,4.6,3.5,5.5,3.5,3.2,3.2,4.0,7.5,6.0,2.4,11.0,1.9,2.62,2.25,1.57,15.0,7938.0,7631.8,8355.2,7628.9,7342.2,7556.1,8046.0,8475.8,7415.6,7986.2,7841.6,8250.4,7662.8,7856.9,8555.9,7628.8,522.3999999999996,-354.39999999999964,513.6000000000004,-621.5,-320.60000000000036,-300.7999999999993,-509.89999999999964,846.9999999999991
31,C Pawson,2.9,1.28,4.2,2.8,3.4,6.0,1.18,4.33,3.5,5.5,3.5,3.2,3.2,4.0,7.5,4.0,2.4,11.0,1.9,2.62,2.25,1.57,15.0,1.75,7631.8,8355.2,7628.9,7342.2,7556.1,8046.0,8475.8,7665.3,7986.2,7841.6,8250.4,7662.8,7856.9,8555.9,7628.8,8474.9,-354.39999999999964,513.6000000000004,-621.5,-320.60000000000036,-300.7999999999993,-509.89999999999964,846.9999999999991,-809.5999999999995
32,M Atkinson,1.28,4.2,2.8,3.4,6.0,1.18,4.33,1.7,5.5,3.5,3.2,3.2,4.0,7.5,4.0,3.75,11.0,1.9,2.62,2.25,1.57,15.0,1.75,5.0,8355.2,7628.9,7342.2,7556.1,8046.0,8475.8,7665.3,7968.1,7841.6,8250.4,7662.8,7856.9,8555.9,7628.8,8474.9,7643.7,513.6000000000004,-621.5,-320.60000000000036,-300.7999999999993,-509.89999999999964,846.9999999999991,-809.5999999999995,324.40000000000055
33,M Dean,4.2,2.8,3.4,6.0,1.18,4.33,1.7,3.0,3.5,3.2,3.2,4.0,7.5,4.0,3.75,3.6,1.9,2.62,2.25,1.57,15.0,1.75,5.0,2.3,7628.9,7342.2,7556.1,8046.0,8475.8,7665.3,7968.1,7714.599999999999,8250.4,7662.8,7856.9,8555.9,7628.8,8474.9,7643.7,7684.2,-621.5,-320.60000000000036,-300.7999999999993,-509.89999999999964,846.9999999999991,-809.5999999999995,324.40000000000055,30.399999999999636
34,C Pawson,2.8,3.4,6.0,1.18,4.33,1.7,3.0,2.4,3.2,3.2,4.0,7.5,4.0,3.75,3.6,3.3,2.62,2.25,1.57,15.0,1.75,5.0,2.3,3.0,7342.2,7556.1,8046.0,8475.8,7665.3,7968.1,7714.599999999999,7881.0,7662.8,7856.9,8555.9,7628.8,8474.9,7643.7,7684.2,8021.1,-320.60000000000036,-300.7999999999993,-509.89999999999964,846.9999999999991,-809.5999999999995,324.40000000000055,30.399999999999636,-140.10000000000036
35,A Taylor,3.4,6.0,1.18,4.33,1.7,3.0,2.4,3.8,3.2,4.0,7.5,4.0,3.75,3.6,3.3,3.6,2.25,1.57,15.0,1.75,5.0,2.3,3.0,1.95,7556.1,8046.0,8475.8,7665.3,7968.1,7714.599999999999,7881.0,7693.2,7856.9,8555.9,7628.8,8474.9,7643.7,7684.2,8021.1,7982.8,-300.7999999999993,-509.89999999999964,846.9999999999991,-809.5999999999995,324.40000000000055,30.399999999999636,-140.10000000000036,-289.60000000000036
36,A Madley,6.0,1.18,4.33,1.7,3.0,2.4,3.8,1.2,4.0,7.5,4.0,3.75,3.6,3.3,3.6,7.0,1.57,15.0,1.75,5.0,2.3,3.0,1.95,13.0,8046.0,8475.8,7665.3,7968.1,7714.599999999999,7881.0,7693.2,8577.199999999999,8555.9,7628.8,8474.9,7643.7,7684.2,8021.1,7982.8,7680.6,-509.89999999999964,846.9999999999991,-809.5999999999995,324.40000000000055,30.399999999999636,-140.10000000000036,-289.60000000000036,896.5999999999985
37,D England,1.18,4.33,1.7,3.0,2.4,3.8,1.2,1.83,7.5,4.0,3.75,3.6,3.3,3.6,7.0,3.25,15.0,1.75,5.0,2.3,3.0,1.95,13.0,5.0,8475.8,7665.3,7968.1,7714.599999999999,7881.0,7693.2,8577.199999999999,7930.4,7628.8,8474.9,7643.7,7684.2,8021.1,7982.8,7680.6,7386.2,846.9999999999991,-809.5999999999995,324.40000000000055,30.399999999999636,-140.10000000000036,-289.60000000000036,896.5999999999985,544.1999999999998
38,R Jones,4.33,1.7,3.0,2.4,3.8,1.2,1.83,2.15,4.0,3.75,3.6,3.3,3.6,7.0,3.25,3.3,1.75,5.0,2.3,3.0,1.95,13.0,5.0,3.5,7665.3,7968.1,7714.599999999999,7881.0,7693.2,8577.199999999999,7930.4,7495.799999999999,8474.9,7643.7,7684.2,8021.1,7982.8,7680.6,7386.2,7583.9,-809.5999999999995,324.40000000000055,30.399999999999636,-140.10000000000036,-289.60000000000036,896.5999999999985,544.1999999999998,-88.10000000000036
39,J Moss,1.7,3.0,2.4,3.8,1.2,1.83,2.15,1.12,3.75,3.6,3.3,3.6,7.0,3.25,3.3,9.5,5.0,2.3,3.0,1.95,13.0,5.0,3.5,17.0,7968.1,7714.599999999999,7881.0,7693.2,8577.199999999999,7930.4,7495.799999999999,8691.400000000001,7643.7,7684.2,8021.1,7982.8,7680.6,7386.2,7583.9,7719.599999999999,324.40000000000055,30.399999999999636,-140.10000000000036,-289.60000000000036,896.5999999999985,544.1999999999998,-88.10000000000036,971.800000000002
40,M Atkinson,3.0,2.4,3.8,1.2,1.83,2.15,1.12,4.33,3.6,3.3,3.6,7.0,3.25,3.3,9.5,4.0,2.3,3.0,1.95,13.0,5.0,3.5,17.0,1.75,7714.599999999999,7881.0,7693.2,8577.199999999999,7930.4,7495.799999999999,8691.400000000001,8046.0,7684.2,8021.1,7982.8,7680.6,7386.2,7583.9,7719.599999999999,8500.6,30.399999999999636,-140.10000000000036,-289.60000000000036,896.5999999999985,544.1999999999998,-88.10000000000036,971.800000000002,-454.60000000000036
41,S Attwell,2.4,3.8,1.2,1.83,2.15,1.12,4.33,2.7,3.3,3.6,7.0,3.25,3.3,9.5,4.0,3.2,3.0,1.95,13.0,5.0,3.5,17.0,1.75,2.75,7881.0,7693.2,8577.199999999999,7930.4,7495.799999999999,8691.400000000001,8046.0,7704.0,8021.1,7982.8,7680.6,7386.2,7583.9,7719.599999999999,8500.6,8069.0,-140.10000000000036,-289.60000000000036,896.5999999999985,544.1999999999998,-88.10000000000036,971.800000000002,-454.60000000000036,-365.0
42,P Tierney,3.8,1.2,1.83,2.15,1.12,4.33,2.7,5.0,3.6,7.0,3.25,3.3,9.5,4.0,3.2,3.8,1.95,13.0,5.0,3.5,17.0,1.75,2.75,1.7,7693.2,8577.199999999999,7930.4,7495.799999999999,8691.400000000001,8046.0,7704.0,8304.5,7982.8,7680.6,7386.2,7583.9,7719.599999999999,8500.6,8069.0,8432.0,-289.60000000000036,896.5999999999985,544.1999999999998,-88.10000000000036,971.800000000002,-454.60000000000036,-365.0,-127.5
43,M Dean,1.2,1.83,2.15,1.12,4.33,2.7,5.0,1.36,7.0,3.25,3.3,9.5,4.0,3.2,3.8,5.25,13.0,5.0,3.5,17.0,1.75,2.75,1.7,8.0,8577.199999999999,7930.4,7495.799999999999,8691.400000000001,8046.0,7704.0,8304.5,8561.4,7680.6,7386.2,7583.9,7719.599999999999,8500.6,8069.0,8432.0,7898.0,896.5999999999985,544.1999999999998,-88.10000000000036,971.800000000002,-454.60000000000036,-365.0,-127.5,663.3999999999996
44,C Kavanagh,1.83,2.15,1.12,4.33,2.7,5.0,1.36,1.57,3.25,3.3,9.5,4.0,3.2,3.8,5.25,4.0,5.0,3.5,17.0,1.75,2.75,1.7,8.0,6.0,7930.4,7495.799999999999,8691.400000000001,8046.0,7704.0,8304.5,8561.4,8085.6,7386.2,7583.9,7719.599999999999,8500.6,8069.0,8432.0,7898.0,7689.8,544.1999999999998,-88.10000000000036,971.800000000002,-454.60000000000036,-365.0,-127.5,663.3999999999996,395.8000000000002
45,S Attwell,2.15,1.12,4.33,2.7,5.0,1.36,1.57,7.0,3.3,9.5,4.0,3.2,3.8,5.25,4.0,4.5,3.5,17.0,1.75,2.75,1.7,8.0,6.0,1.45,7495.799999999999,8691.400000000001,8046.0,7704.0,8304.5,8561.4,8085.6,7369.9,7583.9,7719.599999999999,8500.6,8069.0,8432.0,7898.0,7689.8,8584.9,-88.10000000000036,971.800000000002,-454.60000000000036,-365.0,-127.5,663.3999999999996,395.8000000000002,-1215.0
46,K Friend,1.12,4.33,2.7,5.0,1.36,1.57,7.0,3.0,9.5,4.0,3.2,3.8,5.25,4.0,4.5,3.6,17.0,1.75,2.75,1.7,8.0,6.0,1.45,2.25,8691.400000000001,8046.0,7704.0,8304.5,8561.4,8085.6,7369.9,7712.6,7719.599999999999,8500.6,8069.0,8432.0,7898.0,7689.8,8584.9,8030.0,971.800000000002,-454.60000000000036,-365.0,-127.5,663.3999999999996,395.8000000000002,-1215.0,-317.39999999999964
47,J Gillett,4.33,2.7,5.0,1.36,1.57,7.0,3.0,2.2,4.0,3.2,3.8,5.25,4.0,4.5,3.6,3.4,1.75,2.75,1.7,8.0,6.0,1.45,2.25,3.3,8046.0,7704.0,8304.5,8561.4,8085.6,7369.9,7712.6,7583.5,8500.6,8069.0,8432.0,7898.0,7689.8,8584.9,8030.0,7669.400000000001,-454.60000000000036,-365.0,-127.5,663.3999999999996,395.8000000000002,-1215.0,-317.39999999999964,-85.90000000000055
48,D Coote,2.7,5.0,1.36,1.57,7.0,3.0,2.2,1.61,3.2,3.8,5.25,4.0,4.5,3.6,3.4,3.8,2.75,1.7,8.0,6.0,1.45,2.25,3.3,5.75,7704.0,8304.5,8561.4,8085.6,7369.9,7712.6,7583.5,8031.200000000001,8069.0,8432.0,7898.0,7689.8,8584.9,8030.0,7669.400000000001,7460.6,-365.0,-127.5,663.3999999999996,395.8000000000002,-1215.0,-317.39999999999964,-85.90000000000055,570.6000000000004
49,M Oliver,5.0,1.36,1.57,7.0,3.0,2.2,1.61,2.62,3.8,5.25,4.0,4.5,3.6,3.4,3.8,3.2,1.7,8.0,6.0,1.45,2.25,3.3,5.75,2.75,8304.5,8561.4,8085.6,7369.9,7712.6,7583.5,8031.200000000001,8413.2,8432.0,7898.0,7689.8,8584.9,8030.0,7669.400000000001,7460.6,8641.3,-127.5,663.3999999999996,395.8000000000002,-1215.0,-317.39999999999964,-85.90000000000055,570.6000000000004,-228.09999999999854
50,C Pawson,1.36,1.57,7.0,3.0,2.2,1.61,2.62,2.15,5.25,4.0,4.5,3.6,3.4,3.8,3.2,3.3,8.0,6.0,1.45,2.25,3.3,5.75,2.75,3.5,8561.4,8085.6,7369.9,7712.6,7583.5,8031.200000000001,8413.2,8030.7,7898.0,7689.8,8584.9,8030.0,7669.400000000001,7460.6,8641.3,8271.699999999999,663.3999999999996,395.8000000000002,-1215.0,-317.39999999999964,-85.90000000000055,570.6000000000004,-228.09999999999854,-240.9999999999991
51,A Madley,1.57,7.0,3.0,2.2,1.61,2.62,2.15,2.62,4.0,4.5,3.6,3.4,3.8,3.2,3.3,3.2,6.0,1.45,2.25,3.3,5.75,2.75,3.5,2.8,8085.6,7369.9,7712.6,7583.5,8031.200000000001,8413.2,8030.7,7675.8,7689.8,8584.9,8030.0,7669.400000000001,7460.6,8641.3,8271.699999999999,7912.299999999999,395.8000000000002,-1215.0,-317.39999999999964,-85.90000000000055,570.6000000000004,-228.09999999999854,-240.9999999999991,-236.4999999999991
52,A Marriner,7.0,3.0,2.2,1.61,2.62,2.15,2.62,3.1,4.5,3.6,3.4,3.8,3.2,3.3,3.2,3.2,1.45,2.25,3.3,5.75,2.75,3.5,2.8,2.45,7369.9,7712.6,7583.5,8031.200000000001,8413.2,8030.7,7675.8,7691.7,8584.9,8030.0,7669.400000000001,7460.6,8641.3,8271.699999999999,7912.299999999999,7693.900000000001,-1215.0,-317.39999999999964,-85.90000000000055,570.6000000000004,-228.09999999999854,-240.9999999999991,-236.4999999999991,-2.2000000000007276
53,K Friend,3.0,2.2,1.61,2.62,2.15,2.62,3.1,1.85,3.6,3.4,3.8,3.2,3.3,3.2,3.2,3.6,2.25,3.3,5.75,2.75,3.5,2.8,2.45,4.33,7712.6,7583.5,8031.200000000001,8413.2,8030.7,7675.8,7691.7,7743.099999999999,8030.0,7669.400000000001,7460.6,8641.3,8271.699999999999,7912.299999999999,7693.900000000001,7497.700000000001,-317.39999999999964,-85.90000000000055,570.6000000000004,-228.09999999999854,-240.9999999999991,-236.4999999999991,-2.2000000000007276,245.39999999999873
54,S Hooper,2.2,1.61,2.62,2.15,2.62,3.1,1.85,1.7,3.4,3.8,3.2,3.3,3.2,3.2,3.6,4.0,3.3,5.75,2.75,3.5,2.8,2.45,4.33,4.75,7583.5,8031.200000000001,8413.2,8030.7,7675.8,7691.7,7743.099999999999,7768.6,7669.400000000001,7460.6,8641.3,8271.699999999999,7912.299999999999,7693.900000000001,7497.700000000001,7648.5,-85.90000000000055,570.6000000000004,-228.09999999999854,-240.9999999999991,-236.4999999999991,-2.2000000000007276,245.39999999999873,120.10000000000036
